"NutsID","region_name","NUTS_level","l.year","l.value","ltn.type_labour"
"11A1310","Paredes","4","2019","1081","Total labour force in agriculture"
"11A1310","Paredes","4","2019","850","Family labour force"
"11A1310","Paredes","4","2019","434","Holder"
"11A1310","Paredes","4","2019","241","Spouse"
"11A1310","Paredes","4","2019","175","Other family members"
"11A1310","Paredes","4","2019","231","Non-family labour force"
"11A1310","Paredes","4","2019","119","Regular"
"11A1310","Paredes","4","2019","94","Non-regular"
"11A1310","Paredes","4","2019","19","Workers not hired by the holder"
"11A1312","Porto","4","2019","11","Total labour force in agriculture"
"11A1312","Porto","4","2019","10","Family labour force"
"11A1312","Porto","4","2019","6","Holder"
"11A1312","Porto","4","2019","2","Spouse"
"11A1312","Porto","4","2019","2","Other family members"
"11A1312","Porto","4","2019","1","Non-family labour force"
"11A1312","Porto","4","2019","1","Regular"
"11A1312","Porto","4","2019","0","Non-regular"
"11A1312","Porto","4","2019","0","Workers not hired by the holder"
"11A1313","Póvoa de Varzim","4","2019","1888","Total labour force in agriculture"
"11A1313","Póvoa de Varzim","4","2019","1459","Family labour force"
"11A1313","Póvoa de Varzim","4","2019","725","Holder"
"11A1313","Póvoa de Varzim","4","2019","487","Spouse"
"11A1313","Póvoa de Varzim","4","2019","247","Other family members"
"11A1313","Póvoa de Varzim","4","2019","429","Non-family labour force"
"11A1313","Póvoa de Varzim","4","2019","366","Regular"
"11A1313","Póvoa de Varzim","4","2019","28","Non-regular"
"11A1313","Póvoa de Varzim","4","2019","36","Workers not hired by the holder"
"11A1314","Santo Tirso","4","2019","793","Total labour force in agriculture"
"11A1314","Santo Tirso","4","2019","518","Family labour force"
"11A1314","Santo Tirso","4","2019","245","Holder"
"11A1314","Santo Tirso","4","2019","146","Spouse"
"11A1314","Santo Tirso","4","2019","128","Other family members"
"11A1314","Santo Tirso","4","2019","275","Non-family labour force"
"11A1314","Santo Tirso","4","2019","191","Regular"
"11A1314","Santo Tirso","4","2019","64","Non-regular"
"11A1314","Santo Tirso","4","2019","20","Workers not hired by the holder"
"11A1315","Valongo","4","2019","272","Total labour force in agriculture"
"11A1315","Valongo","4","2019","175","Family labour force"
"11A1315","Valongo","4","2019","93","Holder"
"11A1315","Valongo","4","2019","39","Spouse"
"11A1315","Valongo","4","2019","43","Other family members"
"11A1315","Valongo","4","2019","97","Non-family labour force"
"11A1315","Valongo","4","2019","83","Regular"
"11A1315","Valongo","4","2019","11","Non-regular"
"11A1315","Valongo","4","2019","4","Workers not hired by the holder"
"11A1316","Vila do Conde","4","2019","1255","Total labour force in agriculture"
"11A1316","Vila do Conde","4","2019","726","Family labour force"
"11A1316","Vila do Conde","4","2019","369","Holder"
"11A1316","Vila do Conde","4","2019","224","Spouse"
"11A1316","Vila do Conde","4","2019","134","Other family members"
"11A1316","Vila do Conde","4","2019","530","Non-family labour force"
"11A1316","Vila do Conde","4","2019","461","Regular"
"11A1316","Vila do Conde","4","2019","46","Non-regular"
"11A1316","Vila do Conde","4","2019","24","Workers not hired by the holder"
"11A1317","Vila Nova de Gaia","4","2019","714","Total labour force in agriculture"
"11A1317","Vila Nova de Gaia","4","2019","526","Family labour force"
"11A1317","Vila Nova de Gaia","4","2019","274","Holder"
"11A1317","Vila Nova de Gaia","4","2019","149","Spouse"
"11A1317","Vila Nova de Gaia","4","2019","103","Other family members"
"11A1317","Vila Nova de Gaia","4","2019","188","Non-family labour force"
"11A1317","Vila Nova de Gaia","4","2019","149","Regular"
"11A1317","Vila Nova de Gaia","4","2019","33","Non-regular"
"11A1317","Vila Nova de Gaia","4","2019","5","Workers not hired by the holder"
"11A1318","Trofa","4","2019","381","Total labour force in agriculture"
"11A1318","Trofa","4","2019","296","Family labour force"
"11A1318","Trofa","4","2019","148","Holder"
"11A1318","Trofa","4","2019","93","Spouse"
"11A1318","Trofa","4","2019","55","Other family members"
"11A1318","Trofa","4","2019","85","Non-family labour force"
"11A1318","Trofa","4","2019","72","Regular"
"11A1318","Trofa","4","2019","9","Non-regular"
"11A1318","Trofa","4","2019","3","Workers not hired by the holder"
"11B1702","Boticas","4","2019","1450","Total labour force in agriculture"
"11B1702","Boticas","4","2019","1415","Family labour force"
"11B1702","Boticas","4","2019","806","Holder"
"11B1702","Boticas","4","2019","453","Spouse"
"11B1702","Boticas","4","2019","155","Other family members"
"11B1702","Boticas","4","2019","35","Non-family labour force"
"11B1702","Boticas","4","2019","21","Regular"
"11B1702","Boticas","4","2019","11","Non-regular"
"11B1702","Boticas","4","2019","4","Workers not hired by the holder"
"11B1703","Chaves","4","2019","3649","Total labour force in agriculture"
"11B1703","Chaves","4","2019","3424","Family labour force"
"11B1703","Chaves","4","2019","1863","Holder"
"11B1703","Chaves","4","2019","1086","Spouse"
"11B1703","Chaves","4","2019","476","Other family members"
"11B1703","Chaves","4","2019","225","Non-family labour force"
"11B1703","Chaves","4","2019","84","Regular"
"11B1703","Chaves","4","2019","124","Non-regular"
"11B1703","Chaves","4","2019","17","Workers not hired by the holder"
"11B1706","Montalegre","4","2019","2609","Total labour force in agriculture"
"11B1706","Montalegre","4","2019","2509","Family labour force"
"11B1706","Montalegre","4","2019","1549","Holder"
"11B1706","Montalegre","4","2019","633","Spouse"
"11B1706","Montalegre","4","2019","327","Other family members"
"11B1706","Montalegre","4","2019","101","Non-family labour force"
"11B1706","Montalegre","4","2019","56","Regular"
"11B1706","Montalegre","4","2019","31","Non-regular"
"11B1706","Montalegre","4","2019","14","Workers not hired by the holder"
"11B1709","Ribeira de Pena","4","2019","809","Total labour force in agriculture"
"11B1709","Ribeira de Pena","4","2019","732","Family labour force"
"11B1709","Ribeira de Pena","4","2019","410","Holder"
"11B1709","Ribeira de Pena","4","2019","217","Spouse"
"11B1709","Ribeira de Pena","4","2019","105","Other family members"
"11B1709","Ribeira de Pena","4","2019","77","Non-family labour force"
"11B1709","Ribeira de Pena","4","2019","37","Regular"
"11B1709","Ribeira de Pena","4","2019","36","Non-regular"
"11B1709","Ribeira de Pena","4","2019","4","Workers not hired by the holder"
"11B1712","Valpaços","4","2019","3906","Total labour force in agriculture"
"11B1712","Valpaços","4","2019","3367","Family labour force"
"11B1712","Valpaços","4","2019","1909","Holder"
"11B1712","Valpaços","4","2019","1091","Spouse"
"11B1712","Valpaços","4","2019","367","Other family members"
"11B1712","Valpaços","4","2019","539","Non-family labour force"
"11B1712","Valpaços","4","2019","93","Regular"
"11B1712","Valpaços","4","2019","412","Non-regular"
"11B1712","Valpaços","4","2019","34","Workers not hired by the holder"
"11B1713","Vila Pouca de Aguiar","4","2019","1551","Total labour force in agriculture"
"11B1713","Vila Pouca de Aguiar","4","2019","1438","Family labour force"
"11B1713","Vila Pouca de Aguiar","4","2019","808","Holder"
"11B1713","Vila Pouca de Aguiar","4","2019","438","Spouse"
"11B1713","Vila Pouca de Aguiar","4","2019","192","Other family members"
"11B1713","Vila Pouca de Aguiar","4","2019","113","Non-family labour force"
"11B1713","Vila Pouca de Aguiar","4","2019","60","Regular"
"11B1713","Vila Pouca de Aguiar","4","2019","40","Non-regular"
"11B1713","Vila Pouca de Aguiar","4","2019","13","Workers not hired by the holder"
"11C0106","Castelo de Paiva","4","2019","744","Total labour force in agriculture"
"11C0106","Castelo de Paiva","4","2019","517","Family labour force"
"11C0106","Castelo de Paiva","4","2019","267","Holder"
"11C0106","Castelo de Paiva","4","2019","159","Spouse"
"11C0106","Castelo de Paiva","4","2019","92","Other family members"
"11C0106","Castelo de Paiva","4","2019","227","Non-family labour force"
"11C0106","Castelo de Paiva","4","2019","70","Regular"
"11C0106","Castelo de Paiva","4","2019","146","Non-regular"
"11C0106","Castelo de Paiva","4","2019","10","Workers not hired by the holder"
"11C0305","Celorico de Basto","4","2019","1493","Total labour force in agriculture"
"11C0305","Celorico de Basto","4","2019","1205","Family labour force"
"11C0305","Celorico de Basto","4","2019","632","Holder"
"11C0305","Celorico de Basto","4","2019","380","Spouse"
"11C0305","Celorico de Basto","4","2019","193","Other family members"
"11C0305","Celorico de Basto","4","2019","288","Non-family labour force"
"11C0305","Celorico de Basto","4","2019","150","Regular"
"11C0305","Celorico de Basto","4","2019","124","Non-regular"
"11C0305","Celorico de Basto","4","2019","14","Workers not hired by the holder"
"11C1301","Amarante","4","2019","1644","Total labour force in agriculture"
"11C1301","Amarante","4","2019","1244","Family labour force"
"11C1301","Amarante","4","2019","699","Holder"
"11C1301","Amarante","4","2019","365","Spouse"
"11C1301","Amarante","4","2019","180","Other family members"
"11C1301","Amarante","4","2019","400","Non-family labour force"
"11C1301","Amarante","4","2019","252","Regular"
"11C1301","Amarante","4","2019","132","Non-regular"
"11C1301","Amarante","4","2019","17","Workers not hired by the holder"
"11C1302","Baião","4","2019","1317","Total labour force in agriculture"
"11C1302","Baião","4","2019","1029","Family labour force"
"11C1302","Baião","4","2019","558","Holder"
"11C1302","Baião","4","2019","308","Spouse"
"11C1302","Baião","4","2019","164","Other family members"
"11C1302","Baião","4","2019","288","Non-family labour force"
"11C1302","Baião","4","2019","126","Regular"
"11C1302","Baião","4","2019","153","Non-regular"
"11C1302","Baião","4","2019","9","Workers not hired by the holder"
"11C1303","Felgueiras","4","2019","1455","Total labour force in agriculture"
"11C1303","Felgueiras","4","2019","1083","Family labour force"
"11C1303","Felgueiras","4","2019","558","Holder"
"11C1303","Felgueiras","4","2019","293","Spouse"
"11C1303","Felgueiras","4","2019","233","Other family members"
"11C1303","Felgueiras","4","2019","372","Non-family labour force"
"11C1303","Felgueiras","4","2019","214","Regular"
"11C1303","Felgueiras","4","2019","138","Non-regular"
"11C1303","Felgueiras","4","2019","20","Workers not hired by the holder"
"11C1305","Lousada","4","2019","840","Total labour force in agriculture"
"11C1305","Lousada","4","2019","578","Family labour force"
"11C1305","Lousada","4","2019","291","Holder"
"11C1305","Lousada","4","2019","168","Spouse"
"11C1305","Lousada","4","2019","119","Other family members"
"11C1305","Lousada","4","2019","262","Non-family labour force"
"11C1305","Lousada","4","2019","170","Regular"
"11C1305","Lousada","4","2019","77","Non-regular"
"11C1305","Lousada","4","2019","16","Workers not hired by the holder"
"11C1307","Marco de Canaveses","4","2019","1138","Total labour force in agriculture"
"11C1307","Marco de Canaveses","4","2019","744","Family labour force"
"11C1307","Marco de Canaveses","4","2019","401","Holder"
"11C1307","Marco de Canaveses","4","2019","202","Spouse"
"11C1307","Marco de Canaveses","4","2019","141","Other family members"
"11C1307","Marco de Canaveses","4","2019","394","Non-family labour force"
"11C1307","Marco de Canaveses","4","2019","202","Regular"
"11C1307","Marco de Canaveses","4","2019","174","Non-regular"
"11C1307","Marco de Canaveses","4","2019","18","Workers not hired by the holder"
"11C1309","Paços de Ferreira","4","2019","395","Total labour force in agriculture"
"11C1309","Paços de Ferreira","4","2019","319","Family labour force"
"11C1309","Paços de Ferreira","4","2019","166","Holder"
"11C1309","Paços de Ferreira","4","2019","83","Spouse"
"11C1309","Paços de Ferreira","4","2019","70","Other family members"
"11C1309","Paços de Ferreira","4","2019","76","Non-family labour force"
"11C1309","Paços de Ferreira","4","2019","49","Regular"
"11C1309","Paços de Ferreira","4","2019","24","Non-regular"
"11C1309","Paços de Ferreira","4","2019","4","Workers not hired by the holder"
"11C1311","Penafiel","4","2019","1496","Total labour force in agriculture"
"11C1311","Penafiel","4","2019","1011","Family labour force"
"11C1311","Penafiel","4","2019","545","Holder"
