"NutsID","region_name","NUTS_level","l.year","l.value","ltn.type_labour"
"111160122","Monte Redondo","5","2019","0","Workers not hired by the holder"
"111160123","Oliveira","5","2019","27","Total labour force in agriculture"
"111160123","Oliveira","5","2019","23","Family labour force"
"111160123","Oliveira","5","2019","11","Holder"
"111160123","Oliveira","5","2019","7","Spouse"
"111160123","Oliveira","5","2019","5","Other family members"
"111160123","Oliveira","5","2019","4","Non-family labour force"
"111160123","Oliveira","5","2019","3","Regular"
"111160123","Oliveira","5","2019","1","Non-regular"
"111160123","Oliveira","5","2019","0","Workers not hired by the holder"
"111160124","Paçô","5","2019","48","Total labour force in agriculture"
"111160124","Paçô","5","2019","22","Family labour force"
"111160124","Paçô","5","2019","12","Holder"
"111160124","Paçô","5","2019","7","Spouse"
"111160124","Paçô","5","2019","3","Other family members"
"111160124","Paçô","5","2019","26","Non-family labour force"
"111160124","Paçô","5","2019","16","Regular"
"111160124","Paçô","5","2019","10","Non-regular"
"111160124","Paçô","5","2019","0","Workers not hired by the holder"
"111160125","Padroso","5","2019","37","Total labour force in agriculture"
"111160125","Padroso","5","2019","30","Family labour force"
"111160125","Padroso","5","2019","13","Holder"
"111160125","Padroso","5","2019","10","Spouse"
"111160125","Padroso","5","2019","7","Other family members"
"111160125","Padroso","5","2019","6","Non-family labour force"
"111160125","Padroso","5","2019","6","Regular"
"111160125","Padroso","5","2019","0","Non-regular"
"111160125","Padroso","5","2019","0","Workers not hired by the holder"
"111160128","Prozelo","5","2019","82","Total labour force in agriculture"
"111160128","Prozelo","5","2019","80","Family labour force"
"111160128","Prozelo","5","2019","46","Holder"
"111160128","Prozelo","5","2019","33","Spouse"
"111160128","Prozelo","5","2019","2","Other family members"
"111160128","Prozelo","5","2019","2","Non-family labour force"
"111160128","Prozelo","5","2019","1","Regular"
"111160128","Prozelo","5","2019","1","Non-regular"
"111160128","Prozelo","5","2019","0","Workers not hired by the holder"
"111160131","Rio de Moinhos","5","2019","60","Total labour force in agriculture"
"111160131","Rio de Moinhos","5","2019","58","Family labour force"
"111160131","Rio de Moinhos","5","2019","35","Holder"
"111160131","Rio de Moinhos","5","2019","17","Spouse"
"111160131","Rio de Moinhos","5","2019","7","Other family members"
"111160131","Rio de Moinhos","5","2019","2","Non-family labour force"
"111160131","Rio de Moinhos","5","2019","0","Regular"
"111160131","Rio de Moinhos","5","2019","1","Non-regular"
"111160131","Rio de Moinhos","5","2019","0","Workers not hired by the holder"
"111160130","Rio Frio","5","2019","43","Total labour force in agriculture"
"111160130","Rio Frio","5","2019","41","Family labour force"
"111160130","Rio Frio","5","2019","26","Holder"
"111160130","Rio Frio","5","2019","12","Spouse"
"111160130","Rio Frio","5","2019","4","Other family members"
"111160130","Rio Frio","5","2019","2","Non-family labour force"
"111160130","Rio Frio","5","2019","0","Regular"
"111160130","Rio Frio","5","2019","1","Non-regular"
"111160130","Rio Frio","5","2019","0","Workers not hired by the holder"
"111160133","Sabadim","5","2019","49","Total labour force in agriculture"
"111160133","Sabadim","5","2019","48","Family labour force"
"111160133","Sabadim","5","2019","26","Holder"
"111160133","Sabadim","5","2019","19","Spouse"
"111160133","Sabadim","5","2019","3","Other family members"
"111160133","Sabadim","5","2019","1","Non-family labour force"
"111160133","Sabadim","5","2019","0","Regular"
"111160133","Sabadim","5","2019","1","Non-regular"
"111160133","Sabadim","5","2019","0","Workers not hired by the holder"
"111160144","Senharei","5","2019","44","Total labour force in agriculture"
"111160144","Senharei","5","2019","43","Family labour force"
"111160144","Senharei","5","2019","22","Holder"
"111160144","Senharei","5","2019","15","Spouse"
"111160144","Senharei","5","2019","7","Other family members"
"111160144","Senharei","5","2019","1","Non-family labour force"
"111160144","Senharei","5","2019","1","Regular"
"111160144","Senharei","5","2019","0","Non-regular"
"111160144","Senharei","5","2019","0","Workers not hired by the holder"
"111160145","Sistelo","5","2019","93","Total labour force in agriculture"
"111160145","Sistelo","5","2019","92","Family labour force"
"111160145","Sistelo","5","2019","51","Holder"
"111160145","Sistelo","5","2019","27","Spouse"
"111160145","Sistelo","5","2019","15","Other family members"
"111160145","Sistelo","5","2019","2","Non-family labour force"
"111160145","Sistelo","5","2019","1","Regular"
"111160145","Sistelo","5","2019","0","Non-regular"
"111160145","Sistelo","5","2019","1","Workers not hired by the holder"
"111160146","Soajo","5","2019","112","Total labour force in agriculture"
"111160146","Soajo","5","2019","101","Family labour force"
"111160146","Soajo","5","2019","61","Holder"
"111160146","Soajo","5","2019","27","Spouse"
"111160146","Soajo","5","2019","13","Other family members"
"111160146","Soajo","5","2019","11","Non-family labour force"
"111160146","Soajo","5","2019","8","Regular"
"111160146","Soajo","5","2019","3","Non-regular"
"111160146","Soajo","5","2019","1","Workers not hired by the holder"
"111160152","União das freguesias de Alvora e Loureda","5","2019","30","Total labour force in agriculture"
"111160152","União das freguesias de Alvora e Loureda","5","2019","29","Family labour force"
"111160152","União das freguesias de Alvora e Loureda","5","2019","11","Holder"
"111160152","União das freguesias de Alvora e Loureda","5","2019","10","Spouse"
"111160152","União das freguesias de Alvora e Loureda","5","2019","8","Other family members"
"111160152","União das freguesias de Alvora e Loureda","5","2019","1","Non-family labour force"
"111160152","União das freguesias de Alvora e Loureda","5","2019","0","Regular"
"111160152","União das freguesias de Alvora e Loureda","5","2019","1","Non-regular"
"111160152","União das freguesias de Alvora e Loureda","5","2019","0","Workers not hired by the holder"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","15","Total labour force in agriculture"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","13","Family labour force"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","7","Holder"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","4","Spouse"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","3","Other family members"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","3","Non-family labour force"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","1","Regular"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","2","Non-regular"
"111160154","União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada","5","2019","0","Workers not hired by the holder"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","40","Total labour force in agriculture"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","34","Family labour force"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","18","Holder"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","11","Spouse"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","6","Other family members"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","6","Non-family labour force"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","2","Regular"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","4","Non-regular"
"111160153","União das freguesias de Arcos de Valdevez (São Paio) e Giela","5","2019","0","Workers not hired by the holder"
"111160155","União das freguesias de Eiras e Mei","5","2019","51","Total labour force in agriculture"
"111160155","União das freguesias de Eiras e Mei","5","2019","50","Family labour force"
"111160155","União das freguesias de Eiras e Mei","5","2019","25","Holder"
"111160155","União das freguesias de Eiras e Mei","5","2019","20","Spouse"
"111160155","União das freguesias de Eiras e Mei","5","2019","6","Other family members"
"111160155","União das freguesias de Eiras e Mei","5","2019","1","Non-family labour force"
"111160155","União das freguesias de Eiras e Mei","5","2019","0","Regular"
"111160155","União das freguesias de Eiras e Mei","5","2019","1","Non-regular"
"111160155","União das freguesias de Eiras e Mei","5","2019","0","Workers not hired by the holder"
"111160156","União das freguesias de Grade e Carralcova","5","2019","70","Total labour force in agriculture"
"111160156","União das freguesias de Grade e Carralcova","5","2019","66","Family labour force"
"111160156","União das freguesias de Grade e Carralcova","5","2019","37","Holder"
"111160156","União das freguesias de Grade e Carralcova","5","2019","18","Spouse"
"111160156","União das freguesias de Grade e Carralcova","5","2019","11","Other family members"
"111160156","União das freguesias de Grade e Carralcova","5","2019","4","Non-family labour force"
"111160156","União das freguesias de Grade e Carralcova","5","2019","3","Regular"
"111160156","União das freguesias de Grade e Carralcova","5","2019","1","Non-regular"
"111160156","União das freguesias de Grade e Carralcova","5","2019","0","Workers not hired by the holder"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","63","Total labour force in agriculture"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","56","Family labour force"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","31","Holder"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","16","Spouse"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","9","Other family members"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","8","Non-family labour force"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","3","Regular"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","5","Non-regular"
"111160157","União das freguesias de Guilhadeses e Santar","5","2019","0","Workers not hired by the holder"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","47","Total labour force in agriculture"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","40","Family labour force"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","21","Holder"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","8","Spouse"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","10","Other family members"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","7","Non-family labour force"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","4","Regular"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","3","Non-regular"
"111160158","União das freguesias de Jolda (Madalena) e Rio Cabrão","5","2019","1","Workers not hired by the holder"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","46","Total labour force in agriculture"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","41","Family labour force"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","21","Holder"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","18","Spouse"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","2","Other family members"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","5","Non-family labour force"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","4","Regular"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","2","Non-regular"
"111160159","União das freguesias de Padreiro (Salvador e Santa Cristina)","5","2019","0","Workers not hired by the holder"
"111160160","União das freguesias de Portela e Extremo","5","2019","46","Total labour force in agriculture"
"111160160","União das freguesias de Portela e Extremo","5","2019","46","Family labour force"
"111160160","União das freguesias de Portela e Extremo","5","2019","22","Holder"
"111160160","União das freguesias de Portela e Extremo","5","2019","14","Spouse"
"111160160","União das freguesias de Portela e Extremo","5","2019","9","Other family members"
"111160160","União das freguesias de Portela e Extremo","5","2019","1","Non-family labour force"
"111160160","União das freguesias de Portela e Extremo","5","2019","1","Regular"
"111160160","União das freguesias de Portela e Extremo","5","2019","0","Non-regular"
"111160160","União das freguesias de Portela e Extremo","5","2019","0","Workers not hired by the holder"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","54","Total labour force in agriculture"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","48","Family labour force"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","25","Holder"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","14","Spouse"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","9","Other family members"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","6","Non-family labour force"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","1","Regular"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","3","Non-regular"
"111160161","União das freguesias de São Jorge e Ermelo","5","2019","1","Workers not hired by the holder"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","55","Total labour force in agriculture"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","51","Family labour force"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","25","Holder"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","16","Spouse"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","10","Other family members"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","4","Non-family labour force"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","1","Regular"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","2","Non-regular"
"111160162","União das freguesias de Souto e Tabaçô","5","2019","1","Workers not hired by the holder"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","130","Total labour force in agriculture"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","127","Family labour force"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","69","Holder"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","45","Spouse"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","14","Other family members"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","2","Non-family labour force"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","0","Regular"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","2","Non-regular"
"111160163","União das freguesias de Távora (Santa Maria e São Vicente)","5","2019","0","Workers not hired by the holder"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","90","Total labour force in agriculture"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","85","Family labour force"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","41","Holder"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","27","Spouse"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","17","Other family members"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","5","Non-family labour force"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","2","Regular"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","3","Non-regular"
"111160164","União das freguesias de Vilela, São Cosme e São Damião e Sá","5","2019","0","Workers not hired by the holder"
"111160149","Vale","5","2019","82","Total labour force in agriculture"
"111160149","Vale","5","2019","80","Family labour force"
"111160149","Vale","5","2019","41","Holder"
"111160149","Vale","5","2019","26","Spouse"
"111160149","Vale","5","2019","13","Other family members"
"111160149","Vale","5","2019","2","Non-family labour force"
"111160149","Vale","5","2019","1","Regular"
"111160149","Vale","5","2019","1","Non-regular"
"111160149","Vale","5","2019","0","Workers not hired by the holder"
"111160201","Âncora","5","2019","20","Total labour force in agriculture"
"111160201","Âncora","5","2019","17","Family labour force"
"111160201","Âncora","5","2019","7","Holder"
"111160201","Âncora","5","2019","5","Spouse"
"111160201","Âncora","5","2019","5","Other family members"
"111160201","Âncora","5","2019","3","Non-family labour force"
"111160201","Âncora","5","2019","0","Regular"
"111160201","Âncora","5","2019","2","Non-regular"
"111160201","Âncora","5","2019","0","Workers not hired by the holder"
"111160205","Argela","5","2019","7","Total labour force in agriculture"
"111160205","Argela","5","2019","7","Family labour force"
"111160205","Argela","5","2019","4","Holder"
"111160205","Argela","5","2019","1","Spouse"
"111160205","Argela","5","2019","2","Other family members"
"111160205","Argela","5","2019","0","Non-family labour force"
"111160205","Argela","5","2019","0","Regular"
"111160205","Argela","5","2019","0","Non-regular"
"111160205","Argela","5","2019","0","Workers not hired by the holder"
"111160209","Dem","5","2019","31","Total labour force in agriculture"
"111160209","Dem","5","2019","30","Family labour force"
"111160209","Dem","5","2019","14","Holder"
"111160209","Dem","5","2019","8","Spouse"
"111160209","Dem","5","2019","8","Other family members"
"111160209","Dem","5","2019","1","Non-family labour force"
"111160209","Dem","5","2019","0","Regular"
"111160209","Dem","5","2019","1","Non-regular"
"111160209","Dem","5","2019","0","Workers not hired by the holder"
"111160211","Lanhelas","5","2019","7","Total labour force in agriculture"
"111160211","Lanhelas","5","2019","7","Family labour force"
"111160211","Lanhelas","5","2019","4","Holder"
"111160211","Lanhelas","5","2019","3","Spouse"
"111160211","Lanhelas","5","2019","1","Other family members"
"111160211","Lanhelas","5","2019","0","Non-family labour force"
"111160211","Lanhelas","5","2019","0","Regular"
"111160211","Lanhelas","5","2019","0","Non-regular"
"111160211","Lanhelas","5","2019","0","Workers not hired by the holder"
"111160214","Riba de Âncora","5","2019","64","Total labour force in agriculture"
"111160214","Riba de Âncora","5","2019","55","Family labour force"
"111160214","Riba de Âncora","5","2019","30","Holder"
"111160214","Riba de Âncora","5","2019","14","Spouse"
"111160214","Riba de Âncora","5","2019","12","Other family members"
"111160214","Riba de Âncora","5","2019","9","Non-family labour force"
"111160214","Riba de Âncora","5","2019","7","Regular"
"111160214","Riba de Âncora","5","2019","2","Non-regular"
"111160214","Riba de Âncora","5","2019","1","Workers not hired by the holder"
"111160215","Seixas","5","2019","4","Total labour force in agriculture"
"111160215","Seixas","5","2019","3","Family labour force"
"111160215","Seixas","5","2019","2","Holder"
"111160215","Seixas","5","2019","1","Spouse"
"111160215","Seixas","5","2019","0","Other family members"
"111160215","Seixas","5","2019","1","Non-family labour force"
"111160215","Seixas","5","2019","1","Regular"
"111160215","Seixas","5","2019","0","Non-regular"
"111160215","Seixas","5","2019","0","Workers not hired by the holder"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","66","Total labour force in agriculture"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","62","Family labour force"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","28","Holder"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","16","Spouse"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","17","Other family members"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","4","Non-family labour force"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","3","Regular"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","0","Non-regular"
"111160221","União das freguesias de Arga (Baixo, Cima e São João)","5","2019","0","Workers not hired by the holder"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","19","Total labour force in agriculture"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","17","Family labour force"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","10","Holder"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","4","Spouse"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","3","Other family members"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","2","Non-family labour force"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","1","Regular"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","1","Non-regular"
"111160222","União das freguesias de Caminha (Matriz) e Vilarelho","5","2019","0","Workers not hired by the holder"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","31","Total labour force in agriculture"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","29","Family labour force"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","14","Holder"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","7","Spouse"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","8","Other family members"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","2","Non-family labour force"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","0","Regular"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","1","Non-regular"
"111160223","União das freguesias de Gondar e Orbacém","5","2019","0","Workers not hired by the holder"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","16","Total labour force in agriculture"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","15","Family labour force"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","7","Holder"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","4","Spouse"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","4","Other family members"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","1","Non-family labour force"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","0","Regular"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","1","Non-regular"
"111160224","União das freguesias de Moledo e Cristelo","5","2019","0","Workers not hired by the holder"
"111160225","União das freguesias de Venade e Azevedo","5","2019","41","Total labour force in agriculture"
"111160225","União das freguesias de Venade e Azevedo","5","2019","36","Family labour force"
"111160225","União das freguesias de Venade e Azevedo","5","2019","18","Holder"
"111160225","União das freguesias de Venade e Azevedo","5","2019","7","Spouse"
"111160225","União das freguesias de Venade e Azevedo","5","2019","11","Other family members"
"111160225","União das freguesias de Venade e Azevedo","5","2019","5","Non-family labour force"
"111160225","União das freguesias de Venade e Azevedo","5","2019","3","Regular"
"111160225","União das freguesias de Venade e Azevedo","5","2019","1","Non-regular"
"111160225","União das freguesias de Venade e Azevedo","5","2019","0","Workers not hired by the holder"
"111160217","Vila Praia de Âncora","5","2019","21","Total labour force in agriculture"
"111160217","Vila Praia de Âncora","5","2019","15","Family labour force"
"111160217","Vila Praia de Âncora","5","2019","7","Holder"
"111160217","Vila Praia de Âncora","5","2019","4","Spouse"
"111160217","Vila Praia de Âncora","5","2019","4","Other family members"
"111160217","Vila Praia de Âncora","5","2019","6","Non-family labour force"
"111160217","Vila Praia de Âncora","5","2019","5","Regular"
"111160217","Vila Praia de Âncora","5","2019","1","Non-regular"
"111160217","Vila Praia de Âncora","5","2019","0","Workers not hired by the holder"
"111160218","Vilar de Mouros","5","2019","11","Total labour force in agriculture"
"111160218","Vilar de Mouros","5","2019","7","Family labour force"
"111160218","Vilar de Mouros","5","2019","3","Holder"
"111160218","Vilar de Mouros","5","2019","3","Spouse"
"111160218","Vilar de Mouros","5","2019","1","Other family members"
